,map,lang,speaker,text,nouns
4114,3,es,bot,¿Qué hago a continuación?,continuación
4115,3,eng,human,continue walking underneath the telescope towards some rocks.,the telescope
4116,3,eng,human,continue walking underneath the telescope towards some rocks.,some rocks
4117,3,es,bot,estoy frente a las rocas,las rocas
4118,3,eng,human,The final destination should be in those rocks cross them,The final destination
4119,3,eng,human,The final destination should be in those rocks cross them,those rocks
4120,3,es,bot,¡bingo! Estoy en la casa de madera rodeada de rocas.,¡bingo
4121,3,es,bot,¡bingo! Estoy en la casa de madera rodeada de rocas.,la casa
4122,3,es,bot,¡bingo! Estoy en la casa de madera rodeada de rocas.,madera
4123,3,es,bot,¡bingo! Estoy en la casa de madera rodeada de rocas.,rocas
4124,3,es,bot,*finalizado*,*finalizado
4125,3,es,bot,*finalizado*,*
4126,4,eng,bot,awesome! start off by walking south-west under the first palm tree you see,south-west
4127,4,eng,bot,awesome! start off by walking south-west under the first palm tree you see,the first palm tree
4128,4,eng,bot,"now, take a right and cross the second palm tree. once you're past that, hang a sharp left and keep heading south",a right
4129,4,eng,bot,"now, take a right and cross the second palm tree. once you're past that, hang a sharp left and keep heading south",the second palm tree
4130,4,eng,bot,"now, take a right and cross the second palm tree. once you're past that, hang a sharp left and keep heading south",a sharp left
4131,4,eng,human,a sharp left towards the dog,a sharp left
4132,4,eng,human,a sharp left towards the dog,the dog
4133,4,es,bot,"¡entiendo! ahora, muévete a la izquierda del cachorro marrón.",la izquierda
4134,4,es,bot,"¡entiendo! ahora, muévete a la izquierda del cachorro marrón.",cachorro marrón
4135,4,es,bot,"luego, gire ligeramente a la izquierda y gire a la derecha; siga hacia el sur.",la izquierda
4136,4,es,bot,"luego, gire ligeramente a la izquierda y gire a la derecha; siga hacia el sur.",la derecha
4137,4,es,bot,"luego, gire ligeramente a la izquierda y gire a la derecha; siga hacia el sur.",el sur
4138,4,es,human,el sur pasando el cachorro?,el sur
4139,4,es,human,el sur pasando el cachorro?,el cachorro
4140,4,eng,bot,"Yes, exactly! continue south past the dog",the dog
4141,4,eng,bot,yep! go between the big rock on your left and the small one on your right,the big rock
4142,4,eng,bot,yep! go between the big rock on your left and the small one on your right,your left
4143,4,eng,bot,yep! go between the big rock on your left and the small one on your right,your right
4144,4,eng,bot,you'll hit the water next. let's take a dip!,the water
4145,4,eng,bot,you'll hit the water next. let's take a dip!,a dip
4146,4,eng,human,do i go into the water?,the water
4147,4,eng,human,I'm near the water now,the water
4148,4,es,bot,¡así es! Camina hacia el agua hasta que te encuentres frente a un gran cangrejo rojo.,el agua
4149,4,es,bot,¡así es! Camina hacia el agua hasta que te encuentres frente a un gran cangrejo rojo.,frente a un gran cangrejo rojo
4150,4,es,bot,"perfecto! Haz un giro a la derecha en el agua y camina a lo largo de la gran roca, continuando hacia el oeste.",un giro
4151,4,es,bot,"perfecto! Haz un giro a la derecha en el agua y camina a lo largo de la gran roca, continuando hacia el oeste.",la derecha
4152,4,es,bot,"perfecto! Haz un giro a la derecha en el agua y camina a lo largo de la gran roca, continuando hacia el oeste.",el agua
4153,4,es,bot,"perfecto! Haz un giro a la derecha en el agua y camina a lo largo de la gran roca, continuando hacia el oeste.",lo largo de la gran roca
4154,4,es,bot,"perfecto! Haz un giro a la derecha en el agua y camina a lo largo de la gran roca, continuando hacia el oeste.",el oeste
4155,4,eng,bot,"after you pass a medium rock, you'll see a shark in the water",a medium rock
4156,4,eng,bot,"after you pass a medium rock, you'll see a shark in the water",a shark
4157,4,eng,bot,"after you pass a medium rock, you'll see a shark in the water",the water
4158,4,eng,bot,make a sharp right after seeing it,a sharp right
4159,4,es,bot,"ahora regresa a la tierra y pasa entre la roca mediana a tu izquierda y esa fría bola azul, amarilla y blanca a tu derecha.",la tierra
4160,4,es,bot,"ahora regresa a la tierra y pasa entre la roca mediana a tu izquierda y esa fría bola azul, amarilla y blanca a tu derecha.",la roca mediana
4161,4,es,bot,"ahora regresa a la tierra y pasa entre la roca mediana a tu izquierda y esa fría bola azul, amarilla y blanca a tu derecha.",tu izquierda
4162,4,es,bot,"ahora regresa a la tierra y pasa entre la roca mediana a tu izquierda y esa fría bola azul, amarilla y blanca a tu derecha.",esa fría bola
4163,4,es,bot,"ahora regresa a la tierra y pasa entre la roca mediana a tu izquierda y esa fría bola azul, amarilla y blanca a tu derecha.",tu derecha
4164,4,es,bot,"luego, dirígete hacia el norte",el norte
4165,1,es,bot,"hey, q tal? empezamos el juego?",tal
4166,1,es,bot,"hey, q tal? empezamos el juego?",el juego
4167,1,es,bot,"¡genial! entonces, estoy al inicio mirando hacia un palo que lleva a una isla con un tigre",inicio
4168,1,es,bot,"¡genial! entonces, estoy al inicio mirando hacia un palo que lleva a una isla con un tigre",un palo
4169,1,es,bot,"¡genial! entonces, estoy al inicio mirando hacia un palo que lleva a una isla con un tigre",una isla
4170,1,es,bot,"¡genial! entonces, estoy al inicio mirando hacia un palo que lleva a una isla con un tigre",un tigre
4171,1,es,human,mira a la serpiente,la serpiente
4172,1,es,bot,"vale, necesito un poco de ayuda para llegar allí",ayuda
4173,1,es,human,"no, ve por la serpiente hasta la girafa",la serpiente
4174,1,es,human,"no, ve por la serpiente hasta la girafa",la girafa
4175,1,es,bot,"vale, estoy en la serpiente, veo la girafa en el oeste",la serpiente
4176,1,es,bot,"vale, estoy en la serpiente, veo la girafa en el oeste",la girafa
4177,1,es,bot,¡perfecto! ya estoy en la girafa y veo la serpiente al sureste,la girafa
4178,1,es,bot,¡perfecto! ya estoy en la girafa y veo la serpiente al sureste,la serpiente
4179,1,es,bot,¡perfecto! ya estoy en la girafa y veo la serpiente al sureste,sureste
4180,1,es,human,ve por enfrente del elefante,enfrente
4181,1,es,bot,"entiendo, entonces, caminaré al oeste de la girafa por el elefante",oeste
4182,1,es,bot,"entiendo, entonces, caminaré al oeste de la girafa por el elefante",la girafa
4183,1,es,bot,"bien, tengo al elefante a la vista, ¿qué sigue ahí?",elefante
4184,1,es,bot,"bien, tengo al elefante a la vista, ¿qué sigue ahí?",la vista
4185,1,es,human,ve a la isla del elefante,la isla
4186,1,es,bot,"genial, estoy en la isla del elefante, veo el cocodrilo a la izquierda y unas rocas que conducen a un sapo a la derecha",isla
4187,1,es,bot,"genial, estoy en la isla del elefante, veo el cocodrilo a la izquierda y unas rocas que conducen a un sapo a la derecha",el cocodrilo
4188,1,es,bot,"genial, estoy en la isla del elefante, veo el cocodrilo a la izquierda y unas rocas que conducen a un sapo a la derecha",la izquierda
4189,1,es,bot,"genial, estoy en la isla del elefante, veo el cocodrilo a la izquierda y unas rocas que conducen a un sapo a la derecha",unas rocas
4190,1,es,bot,"genial, estoy en la isla del elefante, veo el cocodrilo a la izquierda y unas rocas que conducen a un sapo a la derecha",un sapo
4191,1,es,bot,"genial, estoy en la isla del elefante, veo el cocodrilo a la izquierda y unas rocas que conducen a un sapo a la derecha",la derecha
4192,1,es,human,cruza por el cocodrilo hacia el sapo,el cocodrilo
4193,1,es,human,cruza por el cocodrilo hacia el sapo,el sapo
4194,1,es,bot,"vale, ya pasé por el cocodrilo y ahora estoy al lado del sapo, ¿qué hago ahora?",el cocodrilo
4195,1,es,bot,"vale, ya pasé por el cocodrilo y ahora estoy al lado del sapo, ¿qué hago ahora?",ahora estoy al lado del sapo
4196,1,es,human,ve por detras del parroy hasta que veas un tigre,detras
4197,1,es,human,ve por detras del parroy hasta que veas un tigre,parroy
4198,1,es,human,ve por detras del parroy hasta que veas un tigre,un tigre
4199,1,es,bot,"entendido, estoy camino al tigre ahora, parece ser un recorrido largo por la isla","entendido, estoy camino"
4200,1,es,bot,"entendido, estoy camino al tigre ahora, parece ser un recorrido largo por la isla",tigre
4201,1,es,bot,"entendido, estoy camino al tigre ahora, parece ser un recorrido largo por la isla",recorrido
4202,1,es,bot,"entendido, estoy camino al tigre ahora, parece ser un recorrido largo por la isla",la isla
4203,1,es,bot,"hecho, ya estoy en la isla del tigre, ¿qué sigue?",la isla
4204,1,es,bot,"hecho, ya estoy en la isla del tigre, ¿qué sigue?",tigre
4205,1,es,human,ves un mapa?,un mapa
4206,1,es,bot,"sí, veo un mapa junto al tigre, ¿qué hago con él?",un mapa
4207,1,es,bot,"sí, veo un mapa junto al tigre, ¿qué hago con él?",junto al tigre
4208,1,es,human,"ve hacia el, es el fin del recorrido",fin
4209,1,es,human,"ve hacia el, es el fin del recorrido",recorrido
4210,1,es,bot,"genial, llegué al mapa, ¿hemos terminado ya? *finished*",mapa
4211,1,es,bot,"genial, llegué al mapa, ¿hemos terminado ya? *finished*",finished
4212,2,eng,bot,awesome! see that white dog? take some steps left until you're below a wooden bench,that white dog
4213,2,eng,bot,awesome! see that white dog? take some steps left until you're below a wooden bench,some steps
4214,2,eng,bot,awesome! see that white dog? take some steps left until you're below a wooden bench,a wooden bench
4215,2,eng,human,yeah im in front of the bench,front
4216,2,eng,human,yeah im in front of the bench,the bench
4217,2,eng,bot,great! now cross that trail over to the florist stand,that trail
4218,2,eng,bot,great! now cross that trail over to the florist stand,the florist
4219,2,eng,bot,"but don't get too close, before you get there, take a sharp u-turn to the left and head back to our doggy friend",a sharp u
4220,2,eng,bot,"but don't get too close, before you get there, take a sharp u-turn to the left and head back to our doggy friend",-
4221,2,eng,bot,"but don't get too close, before you get there, take a sharp u-turn to the left and head back to our doggy friend",turn
4222,2,eng,bot,"but don't get too close, before you get there, take a sharp u-turn to the left and head back to our doggy friend",our doggy friend
4223,2,eng,human,im back to the dog,the dog
4224,2,eng,bot,great job! now we're gonna go south,great job
4225,2,eng,bot,"over the branch and keep heading down. there's another white dog there, can't miss it",the branch
4226,2,eng,bot,"over the branch and keep heading down. there's another white dog there, can't miss it",another white dog
4227,2,eng,human,"ok im here, i see the other dog and a picnic mat",the other dog
4228,2,eng,human,"ok im here, i see the other dog and a picnic mat",a picnic mat
4229,2,eng,bot,"perfect! now, walk over that mat, get close to those berries but don't eat 'em! then keep moving west",that mat
4230,2,eng,bot,"perfect! now, walk over that mat, get close to those berries but don't eat 'em! then keep moving west",those berries
4231,2,eng,bot,"perfect! now, walk over that mat, get close to those berries but don't eat 'em! then keep moving west",west
4232,2,eng,human,"im west of the mat, should I cross the stick back to the florist stand",the mat
4233,2,eng,human,"im west of the mat, should I cross the stick back to the florist stand",the stick
4234,2,eng,human,"im west of the mat, should I cross the stick back to the florist stand",the florist
4235,2,eng,bot,"we're gonna take that wooden branch going north, crossing the river. let's avoid that green bush to the right though, alright?",that wooden branch
4236,2,eng,bot,"we're gonna take that wooden branch going north, crossing the river. let's avoid that green bush to the right though, alright?",the river
4237,2,eng,human,ok im now behind the cyclists,the cyclists
4238,2,eng,bot,"awesome! now, go straight west, you'll see a big bridge with some bikers on it",a big bridge
4239,2,eng,bot,"awesome! now, go straight west, you'll see a big bridge with some bikers on it",some bikers
4240,2,eng,bot,pass that bridge and keep going,that bridge
4241,2,eng,human,"ok i did, im behind a bench with a couple",a bench
4242,2,eng,human,"ok i did, im behind a bench with a couple",a couple
4243,2,eng,bot,"almost there! go south a few steps, just between those elderly legends reading newspapers and another wooden branch",steps
4244,2,eng,bot,"almost there! go south a few steps, just between those elderly legends reading newspapers and another wooden branch",those elderly legends
4245,2,eng,bot,"almost there! go south a few steps, just between those elderly legends reading newspapers and another wooden branch",newspapers
4246,2,eng,bot,"almost there! go south a few steps, just between those elderly legends reading newspapers and another wooden branch",another wooden branch
4247,2,eng,bot,you'll end up near a green bush,a green bush
4248,2,eng,human,im behind the bush,the bush
4249,2,eng,bot,"great! now walk east, between the branch and the bush you're behind",the branch
4250,2,eng,bot,"great! now walk east, between the branch and the bush you're behind",the bush
4251,2,eng,human,i see a deer anf another stick,a deer anf
4252,2,eng,human,i see a deer anf another stick,stick
4253,2,eng,bot,yes! that's it! walk up to that young deer,that young deer
4254,3,eng,bot,awesome! i'm at the tent in the north,the tent
4255,3,eng,bot,awesome! i'm at the tent in the north,the north
4256,3,eng,bot,"a doggo, sitting to the left of the fire, is also south of me. where do i head next?",a doggo
4257,3,eng,bot,"a doggo, sitting to the left of the fire, is also south of me. where do i head next?",the left
4258,3,eng,bot,"a doggo, sitting to the left of the fire, is also south of me. where do i head next?",the fire
4259,3,eng,human,walk in between the doggo and rocks up to the trail,the doggo
4260,3,eng,human,walk in between the doggo and rocks up to the trail,rocks
4261,3,eng,human,walk in between the doggo and rocks up to the trail,the trail
4262,3,eng,bot,"got it, walked past the pooch and the rocks",the pooch
4263,3,eng,bot,"got it, walked past the pooch and the rocks",the rocks
4264,3,eng,bot,"now, there is a red mushroom to my right. should i turn or keep heading south?",a red mushroom
4265,3,eng,bot,"now, there is a red mushroom to my right. should i turn or keep heading south?",my right
4266,3,eng,human,"no, follow the trail until you see a campfire",the trail
4267,3,eng,human,"no, follow the trail until you see a campfire",a campfire
4268,3,eng,bot,"okay, staying on track",track
4269,3,eng,bot,just passed the mushroom. keeping my eyes peeled for the fire,the mushroom
4270,3,eng,bot,just passed the mushroom. keeping my eyes peeled for the fire,my eyes
4271,3,eng,bot,just passed the mushroom. keeping my eyes peeled for the fire,the fire
4272,3,eng,human,ok you should have already seen the fire if you are at the mushrooms,the fire
4273,3,eng,human,ok you should have already seen the fire if you are at the mushrooms,the mushrooms
4274,3,eng,bot,"my bad, i got it wrong",bad
4275,3,eng,bot,i see the fire now. continue south?,the fire
4276,3,eng,human,go around the fire up to the mushrooms,the fire
4277,3,eng,human,go around the fire up to the mushrooms,the mushrooms
4278,3,eng,bot,"got it, around the fire up to the mushrooms now",the fire
4279,3,eng,bot,"got it, around the fire up to the mushrooms now",the mushrooms
4280,3,eng,human,"get close to that blue car, the do a u turn to get back on the trail",that blue car
4281,3,eng,human,"get close to that blue car, the do a u turn to get back on the trail",u
4282,3,eng,human,"get close to that blue car, the do a u turn to get back on the trail",turn
4283,3,eng,human,"get close to that blue car, the do a u turn to get back on the trail",the trail
4284,3,eng,bot,"got it, headed to the blue car and then making a u-turn back to the trail",the blue car
4285,3,eng,bot,"got it, headed to the blue car and then making a u-turn back to the trail",a u
4286,3,eng,bot,"got it, headed to the blue car and then making a u-turn back to the trail",-
4287,3,eng,bot,"got it, headed to the blue car and then making a u-turn back to the trail",turn
4288,3,eng,bot,"got it, headed to the blue car and then making a u-turn back to the trail",the trail
4289,3,eng,human,follow the trail south until you see a telescope,the trail
4290,3,eng,human,follow the trail south until you see a telescope,a telescope
4291,3,eng,bot,"roger that, heading south on the trail until the telescope comes into view",the trail
4292,3,eng,bot,"roger that, heading south on the trail until the telescope comes into view",the telescope
4293,3,eng,bot,"roger that, heading south on the trail until the telescope comes into view",view
4294,3,eng,human,"now get in between the telescope and bush, heading south still",the telescope
4295,3,eng,bot,"i see what you mean, in between the telescope and bush now and still heading south",the telescope
4296,3,eng,human,follow the trail west until it deviates south,the trail west
4297,3,eng,bot,"you got it, following the trail west now until it heads south",the trail west
4298,3,eng,human,go up the rocks north and turn left on the cabin,the rocks
4299,3,eng,human,go up the rocks north and turn left on the cabin,the cabin
4300,3,eng,bot,"roger that, climbing the rocks now",the rocks
4301,3,eng,bot,turning left towards the cabin. *finished*,the cabin
4302,4,es,bot,"perfecto! ahora, deslízate bajo la primera palmera hacia el suroeste, gira a la derecha y cruza junto a la segunda palmera",la primera palmera
4303,4,es,bot,"perfecto! ahora, deslízate bajo la primera palmera hacia el suroeste, gira a la derecha y cruza junto a la segunda palmera",el suroeste
4304,4,es,bot,"perfecto! ahora, deslízate bajo la primera palmera hacia el suroeste, gira a la derecha y cruza junto a la segunda palmera",la derecha
4305,4,es,bot,"perfecto! ahora, deslízate bajo la primera palmera hacia el suroeste, gira a la derecha y cruza junto a la segunda palmera",junto a la segunda palmera
4306,4,es,bot,"luego, haz un giro brusco a la izquierda antes de llegar a la tercera palmera y sigue hacia el sur",un giro brusco
4307,4,es,bot,"luego, haz un giro brusco a la izquierda antes de llegar a la tercera palmera y sigue hacia el sur",la izquierda
4308,4,es,bot,"luego, haz un giro brusco a la izquierda antes de llegar a la tercera palmera y sigue hacia el sur",la tercera palmera
4309,4,es,bot,"luego, haz un giro brusco a la izquierda antes de llegar a la tercera palmera y sigue hacia el sur",el sur
4310,4,es,human,veo un perro,un perro
4311,4,es,bot,"aw, qué lindo cachorro! pero no te distraigas, ve a la izquierda del cachorro, gira ligeramente a la izquierda y luego gira a la derecha hacia el sur",", qué lindo cachorro"
4312,4,es,bot,"aw, qué lindo cachorro! pero no te distraigas, ve a la izquierda del cachorro, gira ligeramente a la izquierda y luego gira a la derecha hacia el sur",la izquierda
4313,4,es,bot,"aw, qué lindo cachorro! pero no te distraigas, ve a la izquierda del cachorro, gira ligeramente a la izquierda y luego gira a la derecha hacia el sur",cachorro
4314,4,es,bot,"aw, qué lindo cachorro! pero no te distraigas, ve a la izquierda del cachorro, gira ligeramente a la izquierda y luego gira a la derecha hacia el sur",la izquierda
4315,4,es,bot,"aw, qué lindo cachorro! pero no te distraigas, ve a la izquierda del cachorro, gira ligeramente a la izquierda y luego gira a la derecha hacia el sur",la derecha
4316,4,es,bot,"aw, qué lindo cachorro! pero no te distraigas, ve a la izquierda del cachorro, gira ligeramente a la izquierda y luego gira a la derecha hacia el sur",el sur
4317,4,es,bot,"¡genial! ahora, gira a la derecha, sigue junto a la gran roca y continúa hacia el oeste por el agua",la derecha
4318,4,es,bot,"¡genial! ahora, gira a la derecha, sigue junto a la gran roca y continúa hacia el oeste por el agua",junto a la gran roca
4319,4,es,bot,"¡genial! ahora, gira a la derecha, sigue junto a la gran roca y continúa hacia el oeste por el agua",el oeste
4320,4,es,bot,"¡genial! ahora, gira a la derecha, sigue junto a la gran roca y continúa hacia el oeste por el agua",el agua
4321,4,es,bot,"¡cuidado con el tiburón! haz un giro brusco a la derecha, luego vuelve a tierra firme, pasa entre la roca mediana y la bola de colores, y sigue hacia el norte",¡cuidado
4322,4,es,bot,"¡cuidado con el tiburón! haz un giro brusco a la derecha, luego vuelve a tierra firme, pasa entre la roca mediana y la bola de colores, y sigue hacia el norte",el tiburón
4323,4,es,bot,"¡cuidado con el tiburón! haz un giro brusco a la derecha, luego vuelve a tierra firme, pasa entre la roca mediana y la bola de colores, y sigue hacia el norte",un giro brusco
4324,4,es,bot,"¡cuidado con el tiburón! haz un giro brusco a la derecha, luego vuelve a tierra firme, pasa entre la roca mediana y la bola de colores, y sigue hacia el norte",la derecha
4325,4,es,bot,"¡cuidado con el tiburón! haz un giro brusco a la derecha, luego vuelve a tierra firme, pasa entre la roca mediana y la bola de colores, y sigue hacia el norte",tierra firme
4326,4,es,bot,"¡cuidado con el tiburón! haz un giro brusco a la derecha, luego vuelve a tierra firme, pasa entre la roca mediana y la bola de colores, y sigue hacia el norte",la roca mediana
4327,4,es,bot,"¡cuidado con el tiburón! haz un giro brusco a la derecha, luego vuelve a tierra firme, pasa entre la roca mediana y la bola de colores, y sigue hacia el norte",la bola
4328,4,es,bot,"¡cuidado con el tiburón! haz un giro brusco a la derecha, luego vuelve a tierra firme, pasa entre la roca mediana y la bola de colores, y sigue hacia el norte",colores
4329,4,es,bot,"¡cuidado con el tiburón! haz un giro brusco a la derecha, luego vuelve a tierra firme, pasa entre la roca mediana y la bola de colores, y sigue hacia el norte",el norte
4330,4,es,bot,"buen ojo! ahora desvíate un poco a la izquierda y dirígete al noroeste, pasando entre la tienda roja a la izquierda y la bocina grande a la derecha",buen ojo
4331,4,es,bot,"buen ojo! ahora desvíate un poco a la izquierda y dirígete al noroeste, pasando entre la tienda roja a la izquierda y la bocina grande a la derecha",la izquierda
4332,4,es,bot,"buen ojo! ahora desvíate un poco a la izquierda y dirígete al noroeste, pasando entre la tienda roja a la izquierda y la bocina grande a la derecha",dirígete
4333,4,es,bot,"buen ojo! ahora desvíate un poco a la izquierda y dirígete al noroeste, pasando entre la tienda roja a la izquierda y la bocina grande a la derecha",noroeste
4334,4,es,bot,"buen ojo! ahora desvíate un poco a la izquierda y dirígete al noroeste, pasando entre la tienda roja a la izquierda y la bocina grande a la derecha",la tienda roja
4335,4,es,bot,"buen ojo! ahora desvíate un poco a la izquierda y dirígete al noroeste, pasando entre la tienda roja a la izquierda y la bocina grande a la derecha",la izquierda
4336,4,es,bot,"buen ojo! ahora desvíate un poco a la izquierda y dirígete al noroeste, pasando entre la tienda roja a la izquierda y la bocina grande a la derecha",la bocina
4337,4,es,bot,"buen ojo! ahora desvíate un poco a la izquierda y dirígete al noroeste, pasando entre la tienda roja a la izquierda y la bocina grande a la derecha",la derecha
4338,4,es,human,estoy detras de la tienda roja,estoy detras
4339,4,es,human,estoy detras de la tienda roja,la tienda roja
4340,4,es,bot,"¡bien hecho! ahora, haz un giro en arco alrededor de la tienda roja y dirígete hacia el sur en dirección al mar",un giro
4341,4,es,bot,"¡bien hecho! ahora, haz un giro en arco alrededor de la tienda roja y dirígete hacia el sur en dirección al mar",arco
4342,4,es,bot,"¡bien hecho! ahora, haz un giro en arco alrededor de la tienda roja y dirígete hacia el sur en dirección al mar",la tienda roja
4343,4,es,bot,"¡bien hecho! ahora, haz un giro en arco alrededor de la tienda roja y dirígete hacia el sur en dirección al mar",dirígete
4344,4,es,bot,"¡bien hecho! ahora, haz un giro en arco alrededor de la tienda roja y dirígete hacia el sur en dirección al mar",el sur
4345,4,es,bot,"¡bien hecho! ahora, haz un giro en arco alrededor de la tienda roja y dirígete hacia el sur en dirección al mar",dirección al mar
4346,4,es,human,ya pase por debajo del kayac,debajo del kayac
4347,1,eng,bot,"okay, let's get started! i see us starting left to a twig that leads to a small island with a tiger on it",a twig
4348,1,eng,bot,"okay, let's get started! i see us starting left to a twig that leads to a small island with a tiger on it",a small island
4349,1,eng,bot,"okay, let's get started! i see us starting left to a twig that leads to a small island with a tiger on it",a tiger
4350,1,es,bot,"Entonces, ¿adónde deberíamos ir primero, amigo?",", amigo"
4351,1,eng,human,you need to go straight to the parrot island,the parrot island
4352,1,eng,bot,"on it, bud! moving southwest towards the parrot island",bud
4353,1,eng,bot,"on it, bud! moving southwest towards the parrot island",southwest
4354,1,eng,bot,"on it, bud! moving southwest towards the parrot island",the parrot island
4355,1,eng,bot,now i can see the parrot sitting on a tree. what's our next move?,parrot
4356,1,eng,bot,now i can see the parrot sitting on a tree. what's our next move?,a tree
4357,1,eng,bot,now i can see the parrot sitting on a tree. what's our next move?,our next move
4358,1,eng,human,now go across the rock path on the right towards the frog,the rock path
4359,1,eng,human,now go across the rock path on the right towards the frog,the right
4360,1,eng,human,now go across the rock path on the right towards the frog,the frog
4361,1,es,bot,"¡Muy bien, avanzando hacia el sureste por las rocas hacia Froggie! Ahora puedo ver la rana claramente, ¿adónde vamos ahora?",el sureste
4362,1,es,bot,"¡Muy bien, avanzando hacia el sureste por las rocas hacia Froggie! Ahora puedo ver la rana claramente, ¿adónde vamos ahora?",las rocas
4363,1,es,bot,"¡Muy bien, avanzando hacia el sureste por las rocas hacia Froggie! Ahora puedo ver la rana claramente, ¿adónde vamos ahora?",la rana
4364,1,eng,human,go across the gator and then across the rock formation besides the giraffe to the island on the bottpom,the gator
4365,1,eng,human,go across the gator and then across the rock formation besides the giraffe to the island on the bottpom,the rock formation
4366,1,eng,human,go across the gator and then across the rock formation besides the giraffe to the island on the bottpom,the giraffe
4367,1,eng,human,go across the gator and then across the rock formation besides the giraffe to the island on the bottpom,the island
4368,1,eng,human,go across the gator and then across the rock formation besides the giraffe to the island on the bottpom,the bottpom
4369,1,eng,bot,"alright, moving past the dangerous gator and the giraffe now! i see the elephant again, is this our final stop?",the dangerous gator
4370,1,eng,bot,"alright, moving past the dangerous gator and the giraffe now! i see the elephant again, is this our final stop?",the giraffe
4371,1,eng,bot,"alright, moving past the dangerous gator and the giraffe now! i see the elephant again, is this our final stop?",the elephant
4372,1,eng,bot,"alright, moving past the dangerous gator and the giraffe now! i see the elephant again, is this our final stop?",our final stop
4373,1,eng,human,bottom,bottom
4374,1,eng,bot,"ahh gotcha, moving down towards the bottom island, i see a snake down here and the treasure is just next to it",the bottom island
4375,1,eng,bot,"ahh gotcha, moving down towards the bottom island, i see a snake down here and the treasure is just next to it",a snake
4376,1,eng,bot,"ahh gotcha, moving down towards the bottom island, i see a snake down here and the treasure is just next to it",the treasure
4377,1,es,bot,¡Llegué al tesoro compañero! *finalizado*,tesoro compañero
4378,1,es,bot,¡Llegué al tesoro compañero! *finalizado*,*finalizado
4379,1,es,bot,¡Llegué al tesoro compañero! *finalizado*,*
4380,2,eng,bot,There will be a path that you will cross towards a flower stand. You see it?,a path
4381,2,eng,bot,There will be a path that you will cross towards a flower stand. You see it?,a flower stand
4382,2,es,bot,"¡fantástico! Justo antes de llegar a ese puesto de flores, quiero que des un giro brusco a la izquierda, cruces el sendero nuevamente y regreses por donde viniste, hacia el perro blanco.",ese puesto
4383,2,es,bot,"¡fantástico! Justo antes de llegar a ese puesto de flores, quiero que des un giro brusco a la izquierda, cruces el sendero nuevamente y regreses por donde viniste, hacia el perro blanco.",flores
4384,2,es,bot,"¡fantástico! Justo antes de llegar a ese puesto de flores, quiero que des un giro brusco a la izquierda, cruces el sendero nuevamente y regreses por donde viniste, hacia el perro blanco.",giro
4385,2,es,bot,"¡fantástico! Justo antes de llegar a ese puesto de flores, quiero que des un giro brusco a la izquierda, cruces el sendero nuevamente y regreses por donde viniste, hacia el perro blanco.",la izquierda
4386,2,es,bot,"¡fantástico! Justo antes de llegar a ese puesto de flores, quiero que des un giro brusco a la izquierda, cruces el sendero nuevamente y regreses por donde viniste, hacia el perro blanco.",cruces
4387,2,es,bot,"¡fantástico! Justo antes de llegar a ese puesto de flores, quiero que des un giro brusco a la izquierda, cruces el sendero nuevamente y regreses por donde viniste, hacia el perro blanco.",el sendero
4388,2,es,bot,"¡fantástico! Justo antes de llegar a ese puesto de flores, quiero que des un giro brusco a la izquierda, cruces el sendero nuevamente y regreses por donde viniste, hacia el perro blanco.",", hacia el perro blanco"
4389,2,es,bot,"¡genial! ahora, sigues hacia el oeste, pasas por encima de ese mantel, coqueteas con un tazón de bayas y sigues adelante",el oeste
4390,2,es,bot,"¡genial! ahora, sigues hacia el oeste, pasas por encima de ese mantel, coqueteas con un tazón de bayas y sigues adelante",encima de ese mantel
4391,2,es,bot,"¡genial! ahora, sigues hacia el oeste, pasas por encima de ese mantel, coqueteas con un tazón de bayas y sigues adelante",un tazón
4392,2,es,bot,"¡genial! ahora, sigues hacia el oeste, pasas por encima de ese mantel, coqueteas con un tazón de bayas y sigues adelante",bayas
4393,2,es,bot,"¡muy bien! ahora cruzaremos esa rama de madera por el rio, dirigiéndonos hacia el norte",esa rama
4394,2,es,bot,"¡muy bien! ahora cruzaremos esa rama de madera por el rio, dirigiéndonos hacia el norte",madera
4395,2,es,bot,"¡muy bien! ahora cruzaremos esa rama de madera por el rio, dirigiéndonos hacia el norte",el rio
4396,2,es,bot,"¡muy bien! ahora cruzaremos esa rama de madera por el rio, dirigiéndonos hacia el norte",el norte
4397,2,es,bot,"¡fantástico! ahora, a la izquierda y pasas por debajo del puesto de flores",", a la izquierda"
4398,2,es,bot,"¡fantástico! ahora, a la izquierda y pasas por debajo del puesto de flores",debajo del puesto
4399,2,es,bot,"¡fantástico! ahora, a la izquierda y pasas por debajo del puesto de flores",flores
4400,2,eng,bot,then you will come across a large bridge and notice two people on bicycles. You see it?,a large bridge
4401,2,eng,bot,then you will come across a large bridge and notice two people on bicycles. You see it?,two people
4402,2,eng,bot,then you will come across a large bridge and notice two people on bicycles. You see it?,bicycles
4403,2,es,bot,"¡perfecto! continúa adelante, pasando el puente hacia el oeste",el puente
4404,2,es,bot,¡genial! ahora verás a dos ancianos sentados en una banca leyendo periódicos,dos ancianos sentados en una banca
4405,2,es,bot,¡genial! ahora verás a dos ancianos sentados en una banca leyendo periódicos,periódicos
