,map,lang,speaker,text,nouns
4231,1,es,human,tu destino esta hacia el mapa,tu destino
4232,1,es,human,tu destino esta hacia el mapa,el mapa
4233,1,es,human,camina hacia el este donde esta el mapa,el este
4234,1,es,human,camina hacia el este donde esta el mapa,el mapa
4235,1,es,bot,"perdón por la confusión, pero ya estoy en el mapa",la confusión
4236,1,es,bot,"perdón por la confusión, pero ya estoy en el mapa",el mapa
4237,1,es,bot,"¿hay algo o alguien hacia el este del tigre? quiero decir, veo una mariposa allí. ¿esa?",el tigre
4238,1,es,bot,"¿hay algo o alguien hacia el este del tigre? quiero decir, veo una mariposa allí. ¿esa?",una mariposa
4239,1,es,bot,"estoy llegando a la isla junto a la mariposa, ¿es esta mi última parada o hay un paso más?",la isla
4240,1,es,bot,"estoy llegando a la isla junto a la mariposa, ¿es esta mi última parada o hay un paso más?",la mariposa
4241,1,es,bot,¿es aquí donde termina el juego?,el juego
4242,1,eng,human,you have to cross to the island on the east. not the butterfly island,the island
4243,1,eng,human,you have to cross to the island on the east. not the butterfly island,the east
4244,1,es,bot,estoy cruzando hacia la isla al este del tigre pero sin la mariposa. ¿este es el final del camino?,la isla
4245,1,es,bot,estoy cruzando hacia la isla al este del tigre pero sin la mariposa. ¿este es el final del camino?,el tigre
4246,1,es,bot,estoy cruzando hacia la isla al este del tigre pero sin la mariposa. ¿este es el final del camino?,la mariposa
4247,1,es,bot,"he cruzado a la isla de la derecha, aquí estoy",la derecha
4248,1,es,bot,*finished* ¿he terminado el juego correctamente?,el juego
4249,2,eng,bot,"but don't actually go to the florist stand, okay?",the florist stand
4250,2,eng,bot,"now, go ahead and cross the bench, heading south",the bench
4251,2,eng,bot,there's another white dog waiting for you near a picnic setup. go say hi!,another white dog
4252,2,eng,bot,there's another white dog waiting for you near a picnic setup. go say hi!,a picnic setup
4253,2,eng,bot,head westward passing over the picnic mat,the picnic mat
4254,2,eng,bot,"you'll see a bowl of berries too, don't forget to give them a touch",a bowl
4255,2,eng,bot,"you'll see a bowl of berries too, don't forget to give them a touch",a touch
4256,2,eng,bot,"dodge north now, crossing the wooden branch over the river",the wooden branch
4257,2,eng,bot,"dodge north now, crossing the wooden branch over the river",the river
4258,2,eng,bot,"after you cross, make a right circle around the green bush until you reach the florist stand again",a right circle
4259,2,eng,bot,"after you cross, make a right circle around the green bush until you reach the florist stand again",the green bush
4260,2,eng,bot,"after you cross, make a right circle around the green bush until you reach the florist stand again",the florist stand
4261,2,eng,bot,"take a left, under the stand, you're heading towards a big bridge with cyclists on it",a left
4262,2,eng,bot,"take a left, under the stand, you're heading towards a big bridge with cyclists on it",the stand
4263,2,eng,bot,"take a left, under the stand, you're heading towards a big bridge with cyclists on it",a big bridge
4264,2,eng,bot,continue past the bridge to the west,the bridge
4265,2,eng,bot,continue past the bridge to the west,the west
4266,2,eng,bot,"after the bridge, say hi to a lovely couple sitting on the bench with their newspapers",the bridge
4267,2,eng,bot,"after the bridge, say hi to a lovely couple sitting on the bench with their newspapers",a lovely couple
4268,2,eng,bot,"after the bridge, say hi to a lovely couple sitting on the bench with their newspapers",the bench
4269,2,eng,bot,"move south, between the old folks and another wooden branch ahead, just a few steps",another wooden branch
4270,2,eng,bot,stop by a green bush right next to the wooden branch,a green bush
4271,2,eng,bot,stop by a green bush right next to the wooden branch,the wooden branch
4272,2,eng,bot,"turn right and go east now, between the branch and bush",the branch and bush
4273,2,eng,bot,few more steps and you'll see a young brown deer,a young brown deer
4274,2,eng,bot,"right there with the young brown deer, that's the finish line!",the young brown deer
4275,2,eng,bot,"right there with the young brown deer, that's the finish line!",the finish line
4276,3,eng,human,walk from the cabin to the telescope,the cabin
4277,3,eng,human,walk from the cabin to the telescope,the telescope
4278,3,eng,bot,"okay, straight from the cabin to the telescope",the cabin
4279,3,eng,bot,"okay, straight from the cabin to the telescope",the telescope
4280,3,eng,human,then pass the blue car and go to the mushrooms,the blue car
4281,3,eng,bot,cruising by the blue car and heading to the red shroom,the blue car
4282,3,eng,bot,cruising by the blue car and heading to the red shroom,the red shroom
4283,3,eng,human,go around the fire to the dog,the fire
4284,3,eng,human,go around the fire to the dog,the dog
4285,3,eng,bot,"swerving around the fire, chillin' with the dog now",the fire
4286,3,eng,bot,"swerving around the fire, chillin' with the dog now",the dog
4287,3,eng,bot,"where to next, bud?",bud
4288,3,eng,human,then you finish at the tent up top,the tent
4289,3,eng,human,then you finish at the tent up top,top
4290,4,es,bot,"hey, q tal? empezamos el juego?",el juego
4291,4,es,bot,"luego, gira a la derecha, cruza la segunda palmerita y haz un giro agudo a la izquierda antes de llegar a la tercera. ahora, avanzamos hacia el sur. ¿vas bien?",la derecha
4292,4,es,bot,"luego, gira a la derecha, cruza la segunda palmerita y haz un giro agudo a la izquierda antes de llegar a la tercera. ahora, avanzamos hacia el sur. ¿vas bien?",la izquierda
4293,4,es,bot,"ahh no tan rápido, amigo! sigamos paso a paso, ¿vale? después que giraste a la izquierda, vas a ver un cachorrito marrón",amigo
4294,4,es,bot,"ahh no tan rápido, amigo! sigamos paso a paso, ¿vale? después que giraste a la izquierda, vas a ver un cachorrito marrón",paso
4295,4,es,bot,"ahh no tan rápido, amigo! sigamos paso a paso, ¿vale? después que giraste a la izquierda, vas a ver un cachorrito marrón",la izquierda
4296,4,es,bot,"pásalo por la izquierda, gira un poquito hacia la izquierda y luego hacia la derecha, siempre hacia el sur. ¿todo bien?",la izquierda
4297,4,es,bot,"pásalo por la izquierda, gira un poquito hacia la izquierda y luego hacia la derecha, siempre hacia el sur. ¿todo bien?",un poquito
4298,4,es,bot,"pásalo por la izquierda, gira un poquito hacia la izquierda y luego hacia la derecha, siempre hacia el sur. ¿todo bien?",la izquierda
4299,4,es,bot,"pásalo por la izquierda, gira un poquito hacia la izquierda y luego hacia la derecha, siempre hacia el sur. ¿todo bien?",la derecha
4300,4,es,bot,"pásalo por la izquierda, gira un poquito hacia la izquierda y luego hacia la derecha, siempre hacia el sur. ¿todo bien?",el sur
4301,4,es,bot,¡genial! ahora vas a pasar entre una roca grande a tu izquierda y una roca más pequeña a tu derecha,tu izquierda
4302,4,es,bot,¡genial! ahora vas a pasar entre una roca grande a tu izquierda y una roca más pequeña a tu derecha,tu derecha
4303,4,es,bot,"vas a llegar al agua. y en este punto, ¿qué ves?",el agua
4304,4,es,bot,"perfecto! ahora, métete un poco en el agua y fíjate en un cangrejo rojo que está por ahí",el agua
4305,4,es,bot,"eh, eh, eh, vamos paso a paso, pañero",paso
4306,4,es,bot,"eh, eh, eh, vamos paso a paso, pañero",pañero
4307,4,es,bot,"desde el cangrejo, toma a la derecha, sigue el contorno de la gran roca, todo el rato hacia el oeste",el cangrejo
4308,4,es,bot,"desde el cangrejo, toma a la derecha, sigue el contorno de la gran roca, todo el rato hacia el oeste",la derecha
4309,4,es,bot,"desde el cangrejo, toma a la derecha, sigue el contorno de la gran roca, todo el rato hacia el oeste",todo el rato
4310,4,es,bot,"desde el cangrejo, toma a la derecha, sigue el contorno de la gran roca, todo el rato hacia el oeste",el oeste
4311,4,es,bot,mantén la marcha hasta encontrar una roca mediana,la marcha
4312,4,es,bot,observa el escualo en el agua y date una vuelta a la derecha para evitarlo. ¿lo ves?,el escualo
4313,4,es,bot,observa el escualo en el agua y date una vuelta a la derecha para evitarlo. ¿lo ves?,el agua
4314,4,es,bot,observa el escualo en el agua y date una vuelta a la derecha para evitarlo. ¿lo ves?,la derecha
4315,4,es,bot,muy bien! ahora sal del agua y cruza entre la roca mediana y un balón tricolor,el agua
4316,4,es,bot,sigue hacia el norte,el norte
4317,4,es,bot,"¡perfecto! luego, toma ligeramente a la izquierda y avanza hacia el noroeste, pasando entre una carpa roja a tu izquierda y un parlante grande a tu derecha",la izquierda
4318,4,es,bot,"¡perfecto! luego, toma ligeramente a la izquierda y avanza hacia el noroeste, pasando entre una carpa roja a tu izquierda y un parlante grande a tu derecha",el noroeste
4319,4,es,bot,"¡perfecto! luego, toma ligeramente a la izquierda y avanza hacia el noroeste, pasando entre una carpa roja a tu izquierda y un parlante grande a tu derecha",tu izquierda
4320,4,es,bot,"¡perfecto! luego, toma ligeramente a la izquierda y avanza hacia el noroeste, pasando entre una carpa roja a tu izquierda y un parlante grande a tu derecha",tu derecha
4321,4,es,bot,"genial! da una vuelta alrededor de la tienda de campaña, como si fueras a dar un paseo relajante",una vuelta
4322,4,es,bot,"genial! da una vuelta alrededor de la tienda de campaña, como si fueras a dar un paseo relajante",campaña
4323,4,es,bot,"casi, mi amigo! ahora llegas justo al borde del agua, pero no entres",", mi amigo !"
4324,4,es,bot,"casi, mi amigo! ahora llegas justo al borde del agua, pero no entres",el agua
4325,4,es,bot,¡gracias por jugar! ¿hacemos otro recorrido o te parece bien por hoy?,otro recorrido
4326,1,es,human,sigue por la puente hasta el tigre,la puente
4327,1,es,human,sigue por la puente hasta el tigre,el tigre
4328,1,es,bot,¡sin problemas! agarro la puerta izquierda hasta el tigre en su pequeña isla,problemas
4329,1,es,bot,¡sin problemas! agarro la puerta izquierda hasta el tigre en su pequeña isla,el tigre
4330,1,es,bot,¿a cual dirección debemos ir ahora?,cual dirección
4331,1,es,human,da hasta el perico y de vuelta a la rana,el perico
4332,1,es,human,da hasta el perico y de vuelta a la rana,vuelta
4333,1,es,human,da hasta el perico y de vuelta a la rana,la rana
4334,1,es,bot,¡bueno! voy hacia el sudeste hasta el perico y luego vuelvo hacia la rana,el sudeste
4335,1,es,bot,¡bueno! voy hacia el sudeste hasta el perico y luego vuelvo hacia la rana,el perico
4336,1,es,bot,¡bueno! voy hacia el sudeste hasta el perico y luego vuelvo hacia la rana,la rana
4337,1,es,bot,¿sigo esta ruta?,esta ruta
4338,1,eng,bot,And now what is the next step?,the next step
4339,1,es,human,cruza el lagarto y de a la izquiera al tesoro,el lagarto
4340,1,es,human,cruza el lagarto y de a la izquiera al tesoro,la izquiera
4341,1,es,human,cruza el lagarto y de a la izquiera al tesoro,el tesoro
4342,1,es,bot,¡genial! cruzo el camino del lagarto y luego voy a la izquierda hacia el tesoro,el lagarto
4343,1,es,bot,¡genial! cruzo el camino del lagarto y luego voy a la izquierda hacia el tesoro,la izquierda
4344,1,es,bot,¡genial! cruzo el camino del lagarto y luego voy a la izquierda hacia el tesoro,el tesoro
4345,1,es,bot,¡Nos hemos enfrentado a tigres y lagartos para llegar a este punto! *finalizado*,este punto
4346,2,eng,bot,"Don't go all the way to the flower shop, turn 180° to the left and cross the road back. continue until you see the white dog again",all the way
4347,2,eng,bot,"Don't go all the way to the flower shop, turn 180° to the left and cross the road back. continue until you see the white dog again",the flower shop
4348,2,eng,bot,"Don't go all the way to the flower shop, turn 180° to the left and cross the road back. continue until you see the white dog again",the left
4349,2,eng,bot,"Don't go all the way to the flower shop, turn 180° to the left and cross the road back. continue until you see the white dog again",the road
4350,2,eng,human,is it the same white dog,the same white dog
4351,2,eng,bot,"yep, it's the same fluffy friend! now, cross over the branch to your south and keep heading this way",the same fluffy friend
4352,2,eng,bot,you'll find another white dog chilling next to a checkered picnic blanket,another white dog
4353,2,eng,bot,you'll find another white dog chilling next to a checkered picnic blanket,a checkered picnic blanket
4354,2,eng,bot,"but trust me, it's part of the path. for now, please keep going south",part
4355,2,eng,bot,"but trust me, it's part of the path. for now, please keep going south",the path
4356,2,eng,human,ok i'm at the second dog,the second dog
4357,2,es,bot,"Así es como va nuestro camino, amigo.",nuestro camino
4358,2,es,bot,"Así es como va nuestro camino, amigo.",", amigo"
4359,2,es,bot,"hay un ramal al otro lado del río. Tienes que cruzar ese también, pero esta vez hacia el norte.",el río
4360,2,es,bot,vas a dar una caminata en circulo alrededor de un arbusto verde sin tocarlo y luego llegarás al puesto de florista,circulo
4361,2,es,bot,vas a dar una caminata en circulo alrededor de un arbusto verde sin tocarlo y luego llegarás al puesto de florista,florista
4362,2,es,bot,circula hacia la derecha,la derecha
4363,2,es,bot,alrededor pero a distancia. ¡vamos!,distancia
4364,2,eng,bot,"clockwise my friend, like a sundial! go on, you're doing great!",my friend
4365,2,eng,bot,"clockwise my friend, like a sundial! go on, you're doing great!",a sundial
4366,2,eng,bot,"awesome, now swing a left and head below the flower stand. you'll see a big bridge with a couple cyclists on it",a left
4367,2,eng,bot,"awesome, now swing a left and head below the flower stand. you'll see a big bridge with a couple cyclists on it",head
4368,2,eng,bot,"awesome, now swing a left and head below the flower stand. you'll see a big bridge with a couple cyclists on it",the flower stand
4369,2,eng,bot,head past the bridge toward the west. keep going!,the bridge
4370,2,eng,bot,head past the bridge toward the west. keep going!,the west
4371,2,eng,bot,"after the bridge, there's a couple of oldies on a bench with their newspapers",the bridge
4372,2,eng,bot,"after the bridge, there's a couple of oldies on a bench with their newspapers",a couple
4373,2,eng,bot,"after the bridge, there's a couple of oldies on a bench with their newspapers",a bench
4374,2,eng,bot,now just saunter south a few steps between these newspaper folks and a branch,these newspaper folks
4375,2,eng,bot,now just saunter south a few steps between these newspaper folks and a branch,a branch
4376,2,eng,bot,you'll hit upon a green bush by the end of that branch. keep it up!,a green bush
4377,2,eng,bot,you'll hit upon a green bush by the end of that branch. keep it up!,the end
4378,2,eng,bot,you'll hit upon a green bush by the end of that branch. keep it up!,that branch
4379,2,eng,bot,few more steps to the east,the east
4380,2,eng,bot,there's something waiting for you. let me know what you see!,something
4381,2,eng,human,a deer,a deer
4382,3,es,bot,"Vale, estoy en la tienda del norte.",el norte
4383,3,es,human,"vas a cruzar al sur junto a un pared de piedras y vas a tu izquierda, al sur de un perro pero no lo toques",el sur
4384,3,es,human,"vas a cruzar al sur junto a un pared de piedras y vas a tu izquierda, al sur de un perro pero no lo toques",piedras
4385,3,es,human,"vas a cruzar al sur junto a un pared de piedras y vas a tu izquierda, al sur de un perro pero no lo toques",tu izquierda
4386,3,es,human,"vas a cruzar al sur junto a un pared de piedras y vas a tu izquierda, al sur de un perro pero no lo toques",un perro
4387,3,es,bot,"de acuerdo, he pasado junto al perro",acuerdo
4388,3,es,bot,"de acuerdo, he pasado junto al perro",el perro
4389,3,es,bot,ahora veo un fuego a mi derecha y un hongo rojo a la izquierda del fuego. ¿qué hago ahora?,un fuego
4390,3,es,bot,ahora veo un fuego a mi derecha y un hongo rojo a la izquierda del fuego. ¿qué hago ahora?,mi derecha
4391,3,es,bot,ahora veo un fuego a mi derecha y un hongo rojo a la izquierda del fuego. ¿qué hago ahora?,el fuego
4392,3,es,human,"vas a cruzar a la derecha entre el telescopio y un arbusto, al sur del telescopio. y luego un sendero hasta el oeste",la derecha
4393,3,es,human,"vas a cruzar a la derecha entre el telescopio y un arbusto, al sur del telescopio. y luego un sendero hasta el oeste",el telescopio
4394,3,es,human,"vas a cruzar a la derecha entre el telescopio y un arbusto, al sur del telescopio. y luego un sendero hasta el oeste",un arbusto
4395,3,es,human,"vas a cruzar a la derecha entre el telescopio y un arbusto, al sur del telescopio. y luego un sendero hasta el oeste",el telescopio
4396,3,es,bot,"muy bien, ahora veo unas rocas y una casa de madera",unas rocas
4397,3,es,bot,"muy bien, ahora veo unas rocas y una casa de madera",madera
4398,3,es,human,suba las rocas y llegaste al fin a la casa,las rocas
4399,3,es,human,suba las rocas y llegaste al fin a la casa,el fin
4400,3,es,human,suba las rocas y llegaste al fin a la casa,la casa
4401,3,es,bot,"chévere, ya llegué a la casa",la casa
4402,4,es,bot,"perfecto, compa! desde donde estas, con los tres palmeras, ve hacia el suroeste pasando bajo la primera palma",los tres palmeras
4403,4,es,bot,"perfecto, compa! desde donde estas, con los tres palmeras, ve hacia el suroeste pasando bajo la primera palma",el suroeste
4404,4,es,bot,"luego, gira a la derecha, cruza la segunda palma y gira bruscamente hacia la izquierda antes de la tercera palma, y sigue hacia el sur",la derecha
4405,4,es,bot,"luego, gira a la derecha, cruza la segunda palma y gira bruscamente hacia la izquierda antes de la tercera palma, y sigue hacia el sur",la izquierda
4406,4,es,bot,"luego, gira a la derecha, cruza la segunda palma y gira bruscamente hacia la izquierda antes de la tercera palma, y sigue hacia el sur",el sur
4407,4,es,bot,"bien, ¡eres rápido! ahora, tienes que moverte a la izquierda del cachorro de color café, gira ligeramente a la izquierda y luego derecha hacia el sur",la izquierda
4408,4,es,bot,"bien, ¡eres rápido! ahora, tienes que moverte a la izquierda del cachorro de color café, gira ligeramente a la izquierda y luego derecha hacia el sur",café
4409,4,es,bot,"bien, ¡eres rápido! ahora, tienes que moverte a la izquierda del cachorro de color café, gira ligeramente a la izquierda y luego derecha hacia el sur",la izquierda
4410,4,es,bot,"bien, ¡eres rápido! ahora, tienes que moverte a la izquierda del cachorro de color café, gira ligeramente a la izquierda y luego derecha hacia el sur",derecha
4411,4,es,bot,"bien, ¡eres rápido! ahora, tienes que moverte a la izquierda del cachorro de color café, gira ligeramente a la izquierda y luego derecha hacia el sur",el sur
4412,4,es,human,"no, izquierda era hasta el sur ya",izquierda
4413,4,es,human,"no, izquierda era hasta el sur ya",el sur
4414,4,es,bot,"exacto, ahora verás una roca grande a la izquierda y una pequeña a la derecha",la izquierda
4415,4,es,bot,"exacto, ahora verás una roca grande a la izquierda y una pequeña a la derecha",la derecha
4416,4,es,bot,necesitas pasar entre ellas hasta llegar al agua,el agua
4417,4,es,bot,"bien hecho, amigo! ahora te enfrentarás a un cangrejo rojo grande",", amigo !"
4418,4,es,bot,"dirígete a la derecha, sigue la línea de la roca grande y continúa hacia el oeste en el agua",la derecha
4419,4,es,bot,"dirígete a la derecha, sigue la línea de la roca grande y continúa hacia el oeste en el agua",el oeste
4420,4,es,bot,"dirígete a la derecha, sigue la línea de la roca grande y continúa hacia el oeste en el agua",el agua
4421,4,es,human,"uh oh, estoy entre dos otros rocas porque no me diste las direcciones bien",otros rocas
4422,4,es,human,"uh oh, estoy entre dos otros rocas porque no me diste las direcciones bien",las direcciones
4423,4,es,bot,"Una vez que pases esa roca, verás un tiburón.",esa roca
4424,4,es,bot,"Una vez que pases esa roca, verás un tiburón.",un tiburón
4425,4,es,human,ya estoy al tiburon,el tiburon
4426,4,es,bot,"perfecto, ahora da un giro brusco a la derecha prudencialmente, ese tiburón parece hambriento",la derecha
4427,4,es,bot,"perfecto, ahora da un giro brusco a la derecha prudencialmente, ese tiburón parece hambriento",ese tiburón
4428,4,es,bot,"bien hecho, amigo! ahora sigue camino hacia el norte, pasando entre la roca mediana y una bola de colores azul, amarillo y blanco",", amigo !"
4429,4,es,bot,"bien hecho, amigo! ahora sigue camino hacia el norte, pasando entre la roca mediana y una bola de colores azul, amarillo y blanco",camino
4430,4,es,bot,"bien hecho, amigo! ahora sigue camino hacia el norte, pasando entre la roca mediana y una bola de colores azul, amarillo y blanco",el norte
4431,4,es,bot,"después de eso, desvíate ligeramente hacia la izquierda y dirígete al noroeste",la izquierda
4432,4,es,bot,"después de eso, desvíate ligeramente hacia la izquierda y dirígete al noroeste",el noroeste
4433,4,es,bot,deberías poder ver una carpa roja a tu izquierda y una bocina grande a tu derecha,tu izquierda
4434,4,es,bot,deberías poder ver una carpa roja a tu izquierda y una bocina grande a tu derecha,tu derecha
4435,4,es,human,estoy entre la tienda y la bocina,la tienda
4436,4,es,human,estoy entre la tienda y la bocina,la bocina
4437,4,es,bot,¡bien hecho! ahora dibuja un arco alrededor de la carpa y dirígete hacia el sur,la carpa
4438,4,es,bot,¡bien hecho! ahora dibuja un arco alrededor de la carpa y dirígete hacia el sur,el sur
4439,1,eng,bot,hey buddy! i'm at the starting point now,buddy
4440,1,eng,bot,i see a twig to my left leading to a tiny island with a tiger on it. where to next?,a twig
4441,1,eng,bot,i see a twig to my left leading to a tiny island with a tiger on it. where to next?,my left
4442,1,eng,bot,i see a twig to my left leading to a tiny island with a tiger on it. where to next?,a tiny island
4443,1,eng,bot,i see a twig to my left leading to a tiny island with a tiger on it. where to next?,a tiger
4444,1,eng,human,go and go the elephant,the elephant
4445,1,eng,bot,"alright! to get to the elephant, should i head towards the parrot on the big island southwest of the tiger first?",the elephant
4446,1,eng,bot,"alright! to get to the elephant, should i head towards the parrot on the big island southwest of the tiger first?",the parrot
4447,1,eng,bot,"alright! to get to the elephant, should i head towards the parrot on the big island southwest of the tiger first?",the big island
4448,1,eng,bot,"alright! to get to the elephant, should i head towards the parrot on the big island southwest of the tiger first?",southwest
4449,1,eng,bot,"alright! to get to the elephant, should i head towards the parrot on the big island southwest of the tiger first?",the tiger
4450,1,eng,bot,"hey, i'm at the island with the parrot right now, next move?",the island
4451,1,eng,bot,"hey, i'm at the island with the parrot right now, next move?",the parrot
4452,1,eng,bot,"hey, i'm at the island with the parrot right now, next move?",next move
4453,1,eng,human,cross the elephant and turn on  frog,the elephant
4454,1,eng,human,cross the elephant and turn on  frog,frog
4455,3,es,bot,"hey, q tal? empezamos el juego?",el juego
4456,3,es,human,"Empezar y seguir, el perro se fue al lado del fuego y la tarjeta se fue.",el perro
4457,3,es,human,"Empezar y seguir, el perro se fue al lado del fuego y la tarjeta se fue.",el fuego
4458,3,es,human,"Empezar y seguir, el perro se fue al lado del fuego y la tarjeta se fue.",la tarjeta
4459,3,es,bot,"genial, entonces me dirijo hacia donde está el perro junto al fuego",el perro
4460,3,es,bot,"genial, entonces me dirijo hacia donde está el perro junto al fuego",el fuego
4461,4,es,bot,"hey, q tal? empezamos el juego?",el juego
4462,4,es,bot,"luego, gira a la derecha, cruza la segunda palmera, y luego haz un giro cerrado a la izquierda antes de la tercera. continúa hacia el sur. ¿lo captas todo?",la derecha
4463,4,es,bot,"luego, gira a la derecha, cruza la segunda palmera, y luego haz un giro cerrado a la izquierda antes de la tercera. continúa hacia el sur. ¿lo captas todo?",la izquierda
4464,4,es,bot,"pasa por su izquierda, gira un poco a la izquierda y luego a la derecha hacia el sur. ¿listo?",su izquierda
4465,4,es,bot,"pasa por su izquierda, gira un poco a la izquierda y luego a la derecha hacia el sur. ¿listo?",la izquierda
4466,4,es,bot,"pasa por su izquierda, gira un poco a la izquierda y luego a la derecha hacia el sur. ¿listo?",la derecha
4467,4,es,bot,"pasa por su izquierda, gira un poco a la izquierda y luego a la derecha hacia el sur. ¿listo?",el sur
4468,1,es,human,Empieza llendo hacia la isla con el tigre.,la isla
4469,1,es,human,Empieza llendo hacia la isla con el tigre.,el tigre
4470,1,es,bot,¡genial! ahora estoy en la isla pequeña con el tigre,el tigre
4471,1,es,human,Cruze a la isla con el papagallo y el elefante.,la isla
4472,1,es,human,Cruze a la isla con el papagallo y el elefante.,el papagallo
4473,1,es,human,Cruze a la isla con el papagallo y el elefante.,el elefante
4474,1,es,bot,"ahora estoy en la isla grande con el loro sentado en un árbol y el elefante al lado. ¿cuál es el próximo paso, amigo?",un árbol
4475,1,es,bot,"ahora estoy en la isla grande con el loro sentado en un árbol y el elefante al lado. ¿cuál es el próximo paso, amigo?",el lado
4476,1,es,human,"Ahora, craze por las piedras a la isla con la rana.",las piedras
4477,1,es,human,"Ahora, craze por las piedras a la isla con la rana.",la isla
4478,1,es,human,"Ahora, craze por las piedras a la isla con la rana.",la rana
4479,1,es,bot,¡hecho! estoy en la nueva isla con la rana,la rana
4480,1,es,human,"Ahora, vuelve a la isla del elefante pero al sur.",el elefante
4481,1,es,human,"Ahora, vuelve a la isla del elefante pero al sur.",el sur
4482,1,es,bot,¡de vuelta en la isla del elefante! ¿a dónde vamos ahora?,vuelta
4483,1,es,bot,¡de vuelta en la isla del elefante! ¿a dónde vamos ahora?,el elefante
4484,1,es,human,Cruze a donde esta la girafa.,Cruze
4485,1,es,human,Cruze a donde esta la girafa.,la girafa
4486,1,es,bot,¡listo! ahora estoy donde está la jirafa,la jirafa
4487,1,es,human,Y finalmente a la isla de la serpiente.,la serpiente
4488,1,es,bot,"hecho, estoy en la isla de la serpiente",la serpiente
4489,1,es,human,Cuidado con la serpiente!  Pero sigue adelate.  En el Noreste de la isla encontraras el tesoro!,la serpiente
4490,1,es,bot,"¡encontré el tesoro! *terminado* ¿qué hacemos ahora, compañero?",el tesoro
4491,1,es,bot,"¡encontré el tesoro! *terminado* ¿qué hacemos ahora, compañero?",compañero
4492,2,es,bot,"comienza andando hacia la izquierda, ve debajo del banco de madera y cruza el sendero hasta llegar cerca del puesto de flores. pero aquí viene el giro, ¡da un giro 180 derechazo y vuelve sobre tus pasos hacia el perro blanco! ¿lo tienes?",la izquierda
4493,2,es,bot,"comienza andando hacia la izquierda, ve debajo del banco de madera y cruza el sendero hasta llegar cerca del puesto de flores. pero aquí viene el giro, ¡da un giro 180 derechazo y vuelve sobre tus pasos hacia el perro blanco! ¿lo tienes?",madera
4494,2,es,bot,"comienza andando hacia la izquierda, ve debajo del banco de madera y cruza el sendero hasta llegar cerca del puesto de flores. pero aquí viene el giro, ¡da un giro 180 derechazo y vuelve sobre tus pasos hacia el perro blanco! ¿lo tienes?",el sendero
4495,2,es,bot,"comienza andando hacia la izquierda, ve debajo del banco de madera y cruza el sendero hasta llegar cerca del puesto de flores. pero aquí viene el giro, ¡da un giro 180 derechazo y vuelve sobre tus pasos hacia el perro blanco! ¿lo tienes?",flores
4496,2,es,bot,"¡genial! ahora vas a cruzar el sendero en dirección sur, caminas hacia abajo en el mapa",el sendero
4497,2,es,bot,"¡genial! ahora vas a cruzar el sendero en dirección sur, caminas hacia abajo en el mapa",sur
4498,2,es,bot,"¡genial! ahora vas a cruzar el sendero en dirección sur, caminas hacia abajo en el mapa",el mapa
4499,2,es,bot,"¡excelente! ahora, pisa el mantel, casi rozando el bol de bayas",el mantel
4500,2,es,bot,"¡excelente! ahora, pisa el mantel, casi rozando el bol de bayas",bayas
4501,2,es,bot,"y de ahí, vamos hacia el oeste, amigo",el oeste
4502,2,es,bot,"y de ahí, vamos hacia el oeste, amigo",amigo
4503,2,es,bot,"ahora vas a cruzar el riachuelo de nuevo, pero esta vez hacia el norte, por otra rama de madera",esta vez
4504,2,es,bot,"ahora vas a cruzar el riachuelo de nuevo, pero esta vez hacia el norte, por otra rama de madera",el norte
4505,2,es,bot,"ahora vas a cruzar el riachuelo de nuevo, pero esta vez hacia el norte, por otra rama de madera",madera
4506,2,es,bot,"¡perfecto! ahora, vas a darle la vuelta a ese arbusto verde que ves, pero por la derecha - ten cuidado de no tocarlo",la vuelta
4507,2,es,bot,"¡perfecto! ahora, vas a darle la vuelta a ese arbusto verde que ves, pero por la derecha - ten cuidado de no tocarlo",la derecha
4508,2,es,bot,sigue el camino hasta llegar al puesto de flores,el camino
4509,2,es,bot,sigue el camino hasta llegar al puesto de flores,flores
4510,2,es,human,Estoy en el puesto de flores.,flores
4511,2,es,bot,"genial, ahora gira hacia la izquierda y pasa por debajo del puesto de flores y sigues un poquito más al oeste hasta ver un gran puente con dos ciclistas",la izquierda
4512,2,es,bot,"genial, ahora gira hacia la izquierda y pasa por debajo del puesto de flores y sigues un poquito más al oeste hasta ver un gran puente con dos ciclistas",flores
4513,2,es,bot,"genial, ahora gira hacia la izquierda y pasa por debajo del puesto de flores y sigues un poquito más al oeste hasta ver un gran puente con dos ciclistas",el oeste
4514,2,es,bot,"genial, ahora gira hacia la izquierda y pasa por debajo del puesto de flores y sigues un poquito más al oeste hasta ver un gran puente con dos ciclistas",dos ciclistas
4515,2,es,human,Los ciclistas estan adelante de mi.,Los ciclistas
4516,2,es,bot,"genial, ahora pasa a los ciclistas, y sigue hacia el oeste después del puente",los ciclistas
4517,2,es,bot,"genial, ahora pasa a los ciclistas, y sigue hacia el oeste después del puente",el oeste
4518,2,es,bot,"genial, ahora pasa a los ciclistas, y sigue hacia el oeste después del puente",el puente
4519,2,es,bot,verás a dos abuelitos leyendo el periódico en un banco,dos abuelitos
4520,2,es,bot,verás a dos abuelitos leyendo el periódico en un banco,el periódico
4521,2,es,bot,verás a dos abuelitos leyendo el periódico en un banco,un banco
4522,2,es,human,Los veo a los abuelos.,los abuelos
